"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N" "C" "Mg" "Na" "Comp1"
"49" "Chr4" "TAIR10" "gene" 10449900 10452757 "AT4G19090" NA NA 1 NA NA NA NA NA NA
"50" "Chr4" "TAIR10" "gene" 10452889 10453521 "AT4G19095" NA NA 1 NA NA NA NA NA NA
"51" "Chr4" "TAIR10" "gene" 10453415 10454359 "AT4G19100" NA NA 1 NA NA NA NA NA NA
"52" "Chr4" "TAIR10" "gene" 10454497 10459328 "AT4G19110" NA NA 1 NA NA NA NA NA NA
"53" "Chr4" "TAIR10" "gene" 10454528 10459328 "AT4G19112" NA NA 1 NA NA NA NA NA NA
"54" "Chr4" "TAIR10" "gene" 13243076 13247926 "AT4G26140" NA NA 1 NA NA NA NA NA NA
"55" "Chr4" "TAIR10" "gene" 13253210 13254904 "AT4G26150" NA NA 1 NA NA NA NA NA NA
"56" "Chr4" "TAIR10" "gene" 13255251 13256760 "AT4G26160" NA NA 1 NA NA NA NA NA NA
"57" "Chr4" "TAIR10" "gene" 13256930 13259382 "AT4G26170" NA NA 1 NA NA NA NA NA NA
"58" "Chr1" "TAIR10" "gene" 9234303 9234812 "AT1G26720" NA NA NA 1 NA NA NA NA NA
"59" "Chr1" "TAIR10" "gene" 9241435 9244650 "AT1G26730" NA NA NA 1 NA NA NA NA NA
"60" "Chr1" "TAIR10" "gene" 21128912 21130839 "AT1G56423" NA NA NA 1 NA NA NA NA NA
"61" "Chr1" "TAIR10" "gene" 21136944 21138087 "AT1G56430" NA NA NA 1 NA NA NA NA NA
"62" "Chr1" "TAIR10" "gene" 21159744 21167321 "AT1G56500" NA NA NA 1 NA NA NA NA NA
"63" "Chr2" "TAIR10" "gene" 6034348 6034835 "AT2G14247" NA NA NA 1 NA NA NA NA NA
"64" "Chr2" "TAIR10" "gene" 6036974 6040978 "AT2G14255" NA NA NA 1 NA NA NA NA NA
"65" "Chr2" "TAIR10" "gene" 6041253 6043974 "AT2G14260" NA NA NA 1 NA NA NA NA NA
"66" "Chr3" "TAIR10" "gene" 9199438 9202000 "AT3G25260" NA NA NA 1 NA NA NA NA NA
"67" "Chr3" "TAIR10" "gene" 9202880 9203623 "AT3G25265" NA NA NA 1 NA NA NA NA NA
"68" "Chr3" "TAIR10" "gene" 9203934 9204965 "AT3G25270" NA NA NA 1 NA NA NA NA NA
"69" "Chr3" "TAIR10" "gene" 9206183 9208036 "AT3G25280" NA NA NA 1 NA NA NA NA NA
"70" "Chr4" "TAIR10" "gene" 15479524 15485353 "AT4G32010" NA NA NA 1 NA NA NA NA NA
"71" "Chr4" "TAIR10" "gene" 15487944 15489450 "AT4G32020" NA NA NA 1 NA NA NA NA NA
"72" "Chr4" "TAIR10" "gene" 15490740 15493423 "AT4G32030" NA NA NA 1 NA NA NA NA NA
"73" "Chr5" "TAIR10" "gene" 16846150 16848279 "AT5G42150" NA NA NA 1 NA NA NA NA NA
"74" "Chr5" "TAIR10" "gene" 16848786 16851707 "AT5G42170" NA NA NA 1 NA NA NA NA NA
"75" "Chr5" "TAIR10" "gene" 16852630 16854224 "AT5G42180" NA NA NA 1 NA NA NA NA NA
"76" "Chr5" "TAIR10" "gene" 16854191 16855645 "AT5G42190" NA NA NA 1 NA NA NA NA NA
"77" "Chr5" "TAIR10" "gene" 17201414 17202323 "AT5G42905" NA NA NA 1 NA NA NA NA NA
"78" "Chr5" "TAIR10" "gene" 17203742 17205380 "AT5G42910" NA NA NA 1 NA NA NA NA NA
"79" "Chr5" "TAIR10" "gene" 17206151 17209545 "AT5G42920" NA NA NA 1 NA NA NA NA NA
"80" "Chr5" "TAIR10" "gene" 17210546 17214220 "AT5G42930" NA NA NA 1 NA NA NA NA NA
"81" "Chr1" "TAIR10" "gene" 18494103 18497239 "AT1G49950" NA NA NA NA 1 NA NA NA NA
"82" "Chr1" "TAIR10" "gene" 18498639 18501886 "AT1G49960" NA NA NA NA 1 NA NA NA NA
"83" "Chr1" "TAIR10" "gene" 18501570 18504609 "AT1G49970" NA NA NA NA 1 NA NA NA NA
"84" "Chr1" "TAIR10" "gene" 18504802 18505597 "AT1G49975" NA NA NA NA 1 NA NA NA NA
"85" "Chr1" "TAIR10" "gene" 18522441 18539995 "AT1G50030" NA NA NA NA 1 NA NA NA NA
"86" "Chr2" "TAIR10" "gene" 4106183 4106356 "AT2G10557" NA NA NA NA 1 NA NA NA NA
"87" "Chr2" "TAIR10" "gene" 4109862 4110698 "AT2G10560" NA NA NA NA 1 NA NA NA NA
"88" "Chr3" "TAIR10" "gene" 14228495 14233245 "AT3G42050" NA NA NA NA 1 NA NA NA NA
"89" "Chr3" "TAIR10" "gene" 22635881 22638817 "AT3G61160" NA NA NA NA 1 NA NA NA NA
"90" "Chr3" "TAIR10" "gene" 22638691 22641237 "AT3G61170" NA NA NA NA 1 NA NA NA NA
"91" "Chr3" "TAIR10" "gene" 22641764 22642110 "AT3G61172" NA NA NA NA 1 NA NA NA NA
"92" "Chr3" "TAIR10" "gene" 22642983 22643309 "AT3G61175" NA NA NA NA 1 NA NA NA NA
"93" "Chr3" "TAIR10" "gene" 22644470 22644791 "AT3G61177" NA NA NA NA 1 NA NA NA NA
"94" "Chr3" "TAIR10" "gene" 22645566 22647667 "AT3G61180" NA NA NA NA 1 NA NA NA NA
"95" "Chr3" "TAIR10" "gene" 22647771 22648168 "AT3G61182" NA NA NA NA 1 NA NA NA NA
"96" "Chr5" "TAIR10" "gene" 12588838 12591748 "AT5G33320" NA NA NA NA 1 NA NA NA NA
"97" "Chr5" "TAIR10" "gene" 17731005 17731905 "AT5G44060" NA NA NA NA 1 NA NA NA NA
"98" "Chr5" "TAIR10" "gene" 17733485 17733712 "AT5G44065" NA NA NA NA 1 NA NA NA NA
"99" "Chr5" "TAIR10" "gene" 17734738 17737859 "AT5G44070" NA NA NA NA 1 NA NA NA NA
"100" "Chr5" "TAIR10" "gene" 17738652 17739873 "AT5G44080" NA NA NA NA 1 NA NA NA NA
"101" "Chr1" "TAIR10" "gene" 12162349 12164700 "AT1G33540" NA NA NA NA NA 1 NA NA NA
"102" "Chr1" "TAIR10" "gene" 12168768 12172005 "AT1G33560" NA NA NA NA NA 1 NA NA NA
"103" "Chr1" "TAIR10" "gene" 17031281 17033198 "AT1G45050" NA NA NA NA NA 1 NA NA NA
"104" "Chr1" "TAIR10" "gene" 17033335 17035105 "AT1G45063" NA NA NA NA NA 1 NA NA NA
"105" "Chr2" "TAIR10" "gene" 106900 108803 "AT2G01180" NA NA NA NA NA 1 NA NA NA
"106" "Chr2" "TAIR10" "gene" 114975 117640 "AT2G01190" NA NA NA NA NA 1 NA NA NA
"107" "Chr2" "TAIR10" "gene" 187798 190369 "AT2G01430" NA NA NA NA NA 1 NA NA NA
"108" "Chr2" "TAIR10" "gene" 193701 199248 "AT2G01440" NA NA NA NA NA 1 NA NA NA
"109" "Chr2" "TAIR10" "gene" 199511 203126 "AT2G01450" NA NA NA NA NA 1 NA NA NA
"110" "Chr3" "TAIR10" "gene" 10968100 10969387 "AT3G28940" NA NA NA NA NA 1 NA NA NA
"111" "Chr3" "TAIR10" "gene" 10976108 10977492 "AT3G28950" NA NA NA NA NA 1 NA NA NA
"112" "Chr3" "TAIR10" "gene" 16496811 16497290 "AT3G45093" NA NA NA NA NA 1 NA NA NA
"113" "Chr3" "TAIR10" "gene" 16504460 16507404 "AT3G45100" NA NA NA NA NA 1 NA NA NA
"114" "Chr3" "TAIR10" "gene" 18676059 18684346 "AT3G50370" NA NA NA NA NA 1 NA NA NA
"115" "Chr3" "TAIR10" "gene" 18684659 18685121 "AT3G50373" NA NA NA NA NA 1 NA NA NA
"116" "Chr3" "TAIR10" "gene" 18686443 18700533 "AT3G50380" NA NA NA NA NA 1 NA NA NA
"117" "Chr5" "TAIR10" "gene" 16359430 16363814 "AT5G40840" NA NA NA NA NA 1 NA NA NA
"118" "Chr5" "TAIR10" "gene" 16365725 16365841 "AT5G40847" NA NA NA NA NA 1 NA NA NA
"119" "Chr5" "TAIR10" "gene" 16366353 16369099 "AT5G40850" NA NA NA NA NA 1 NA NA NA
"120" "Chr5" "TAIR10" "gene" 16369114 16369350 "AT5G40855" NA NA NA NA NA 1 NA NA NA
"121" "Chr1" "TAIR10" "gene" 21713842 21717290 "AT1G58440" NA NA NA NA NA NA 1 NA NA
"122" "Chr1" "TAIR10" "gene" 21718014 21718916 "AT1G58450" NA NA NA NA NA NA 1 NA NA
"123" "Chr1" "TAIR10" "gene" 21721404 21722429 "AT1G58460" NA NA NA NA NA NA 1 NA NA
"124" "Chr1" "TAIR10" "gene" 21727024 21728760 "AT1G58470" NA NA NA NA NA NA 1 NA NA
"125" "Chr1" "TAIR10" "gene" 24038034 24039177 "AT1G64690" NA NA NA NA NA NA 1 NA NA
"126" "Chr1" "TAIR10" "gene" 24039810 24040595 "AT1G64700" NA NA NA NA NA NA 1 NA NA
"127" "Chr1" "TAIR10" "gene" 24044545 24046552 "AT1G64710" NA NA NA NA NA NA 1 NA NA
"128" "Chr1" "TAIR10" "gene" 24046553 24048622 "AT1G64720" NA NA NA NA NA NA 1 NA NA
"129" "Chr1" "TAIR10" "gene" 26545414 26549216 "AT1G70430" NA NA NA NA NA NA 1 NA NA
"130" "Chr1" "TAIR10" "gene" 26548952 26550520 "AT1G70440" NA NA NA NA NA NA 1 NA NA
"131" "Chr1" "TAIR10" "gene" 26552576 26554437 "AT1G70450" NA NA NA NA NA NA 1 NA NA
"132" "Chr1" "TAIR10" "gene" 26555846 26559284 "AT1G70460" NA NA NA NA NA NA 1 NA NA
"133" "Chr2" "TAIR10" "gene" 15576024 15577877 "AT2G37060" NA NA NA NA NA NA 1 NA NA
"134" "Chr2" "TAIR10" "gene" 15578415 15581308 "AT2G37070" NA NA NA NA NA NA 1 NA NA
"135" "Chr2" "TAIR10" "gene" 15581386 15585186 "AT2G37080" NA NA NA NA NA NA 1 NA NA
"136" "Chr3" "TAIR10" "gene" 16260205 16262484 "AT3G44713" NA NA NA NA NA NA 1 NA NA
"137" "Chr3" "TAIR10" "gene" 16263200 16264261 "AT3G44716" NA NA NA NA NA NA 1 NA NA
"138" "Chr3" "TAIR10" "gene" 16266111 16266314 "AT3G44718" NA NA NA NA NA NA 1 NA NA
"139" "Chr3" "TAIR10" "gene" 17130367 17133338 "AT3G46530" NA NA NA NA NA NA 1 NA NA
"140" "Chr3" "TAIR10" "gene" 17134091 17135587 "AT3G46540" NA NA NA NA NA NA 1 NA NA
"141" "Chr3" "TAIR10" "gene" 17136456 17137874 "AT3G46550" NA NA NA NA NA NA 1 NA NA
"142" "Chr3" "TAIR10" "gene" 17138587 17139512 "AT3G46560" NA NA NA NA NA NA 1 NA NA
"143" "Chr4" "TAIR10" "gene" 9165273 9170435 "AT4G16180" NA NA NA NA NA NA 1 NA NA
"144" "Chr4" "TAIR10" "gene" 9171467 9173105 "AT4G16190" NA NA NA NA NA NA 1 NA NA
"145" "Chr4" "TAIR10" "gene" 9173165 9173650 "AT4G16195" NA NA NA NA NA NA 1 NA NA
"146" "Chr4" "TAIR10" "gene" 9175649 9176565 "AT4G16200" NA NA NA NA NA NA 1 NA NA
"147" "Chr4" "TAIR10" "gene" 9176673 9178048 "AT4G16210" NA NA NA NA NA NA 1 NA NA
"148" "Chr4" "TAIR10" "gene" 9179244 9179833 "AT4G16215" NA NA NA NA NA NA 1 NA NA
"149" "Chr4" "TAIR10" "gene" 13024571 13027484 "AT4G25500" NA NA NA NA NA NA 1 NA NA
"150" "Chr4" "TAIR10" "gene" 13027443 13028036 "AT4G25510" NA NA NA NA NA NA 1 NA NA
"151" "Chr4" "TAIR10" "gene" 13028219 13031799 "AT4G25515" NA NA NA NA NA NA 1 NA NA
"152" "Chr4" "TAIR10" "gene" 13032178 13036213 "AT4G25520" NA NA NA NA NA NA 1 NA NA
"153" "Chr1" "TAIR10" "gene" 16739261 16741513 "AT1G44050" NA NA NA NA NA NA NA 1 NA
"154" "Chr2" "TAIR10" "gene" 1704283 1705778 "AT2G04850" NA NA NA NA NA NA NA 1 NA
"155" "Chr2" "TAIR10" "gene" 1705148 1706465 "AT2G04852" NA NA NA NA NA NA NA 1 NA
"156" "Chr2" "TAIR10" "gene" 1706787 1708865 "AT2G04860" NA NA NA NA NA NA NA 1 NA
"157" "Chr2" "TAIR10" "gene" 1711596 1714877 "AT2G04865" NA NA NA NA NA NA NA 1 NA
"158" "Chr2" "TAIR10" "gene" 6154493 6155004 "AT2G14460" NA NA NA NA NA NA NA 1 NA
"159" "Chr2" "TAIR10" "gene" 10237604 10238779 "AT2G24080" NA NA NA NA NA NA NA 1 NA
"160" "Chr2" "TAIR10" "gene" 10241964 10243614 "AT2G24090" NA NA NA NA NA NA NA 1 NA
"161" "Chr2" "TAIR10" "gene" 10244886 10246919 "AT2G24100" NA NA NA NA NA NA NA 1 NA
"162" "Chr2" "TAIR10" "gene" 11208183 11213971 "AT2G26330" NA NA NA NA NA NA NA 1 NA
"163" "Chr2" "TAIR10" "gene" 11215252 11217033 "AT2G26340" NA NA NA NA NA NA NA 1 NA
"164" "Chr2" "TAIR10" "gene" 11217439 11220507 "AT2G26350" NA NA NA NA NA NA NA 1 NA
"165" "Chr2" "TAIR10" "gene" 11220708 11221535 "AT2G26355" NA NA NA NA NA NA NA 1 NA
"166" "Chr3" "TAIR10" "gene" 16188129 16192175 "AT3G44610" NA NA NA NA NA NA NA 1 NA
"167" "Chr3" "TAIR10" "gene" 16193829 16195833 "AT3G44620" NA NA NA NA NA NA NA 1 NA
"168" "Chr3" "TAIR10" "gene" 16195955 16201225 "AT3G44630" NA NA NA NA NA NA NA 1 NA
"169" "Chr5" "TAIR10" "gene" 15032508 15032581 "AT5G37795" NA NA NA NA NA NA NA 1 NA
"170" "Chr1" "TAIR10" "gene" 13061638 13063450 "AT1G35490" NA NA NA NA NA NA NA NA 1
"171" "Chr1" "TAIR10" "gene" 13066087 13066596 "AT1G35500" NA NA NA NA NA NA NA NA 1
"172" "Chr1" "TAIR10" "gene" 13067251 13067335 "AT1G35501" NA NA NA NA NA NA NA NA 1
"173" "Chr1" "TAIR10" "gene" 29759157 29760704 "AT1G79110" NA NA NA NA NA NA NA NA 1
"174" "Chr1" "TAIR10" "gene" 29764089 29768789 "AT1G79120" NA NA NA NA NA NA NA NA 1
"175" "Chr2" "TAIR10" "gene" 11316412 11318483 "AT2G26600" NA NA NA NA NA NA NA NA 1
"176" "Chr2" "TAIR10" "gene" 11318771 11324174 "AT2G26610" NA NA NA NA NA NA NA NA 1
"177" "Chr2" "TAIR10" "gene" 11325163 11326835 "AT2G26620" NA NA NA NA NA NA NA NA 1
"178" "Chr3" "TAIR10" "gene" 2541006 2543432 "AT3G07970" NA NA NA NA NA NA NA NA 1
"179" "Chr3" "TAIR10" "gene" 2543616 2551225 "AT3G07980" NA NA NA NA NA NA NA NA 1
"180" "Chr4" "TAIR10" "gene" 6627036 6627522 "AT4G10767" NA NA NA NA NA NA NA NA 1
"181" "Chr4" "TAIR10" "gene" 6628404 6632599 "AT4G10770" NA NA NA NA NA NA NA NA 1
"182" "Chr4" "TAIR10" "gene" 6634779 6637457 "AT4G10780" NA NA NA NA NA NA NA NA 1
"183" "Chr4" "TAIR10" "gene" 7938967 7942898 "AT4G13650" NA NA NA NA NA NA NA NA 1
"184" "Chr4" "TAIR10" "gene" 7946155 7948376 "AT4G13660" NA NA NA NA NA NA NA NA 1
"185" "Chr4" "TAIR10" "gene" 7948579 7950903 "AT4G13670" NA NA NA NA NA NA NA NA 1
"186" "Chr4" "TAIR10" "gene" 15193993 15194562 "AT4G31320" NA NA NA NA NA NA NA NA 1
"187" "Chr4" "TAIR10" "gene" 15202296 15203431 "AT4G31330" NA NA NA NA NA NA NA NA 1
"188" "Chr4" "TAIR10" "gene" 15205480 15209601 "AT4G31340" NA NA NA NA NA NA NA NA 1
