"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N" "C" "Mg" "Na" "Comp1"
"30" "Chr1" "TAIR10" "gene" 11246914 11249359 "AT1G31410" NA 1 NA NA NA NA NA NA NA
"31" "Chr1" "TAIR10" "gene" 11249600 11253915 "AT1G31420" NA 1 NA NA NA NA NA NA NA
"32" "Chr1" "TAIR10" "gene" 11253936 11255737 "AT1G31430" NA 1 NA NA NA NA NA NA NA
"33" "Chr1" "TAIR10" "gene" 11255836 11258715 "AT1G31440" NA 1 NA NA NA NA NA NA NA
"34" "Chr1" "TAIR10" "gene" 11259872 11261209 "AT1G31450" NA 1 NA NA NA NA NA NA NA
"35" "Chr1" "TAIR10" "gene" 11261541 11263364 "AT1G31460" NA 1 NA NA NA NA NA NA NA
"36" "Chr1" "TAIR10" "gene" 19407364 19408254 "AT1G52140" NA 1 NA NA NA 1 NA NA NA
"37" "Chr1" "TAIR10" "gene" 19409711 19414678 "AT1G52150" NA 1 NA NA NA 1 NA NA NA
"38" "Chr1" "TAIR10" "gene" 19417666 19419853 "AT1G52155" NA 1 NA NA NA 1 NA NA NA
"39" "Chr1" "TAIR10" "gene" 19420715 19424439 "AT1G52160" NA 1 NA NA NA 1 NA NA NA
"40" "Chr1" "TAIR10" "gene" 19424555 19424628 "AT1G52170" NA 1 NA NA NA NA NA NA NA
"41" "Chr3" "TAIR10" "gene" 5364081 5372293 "AT3G15880" NA 1 NA NA NA NA NA NA NA
"42" "Chr3" "TAIR10" "gene" 5374248 5376275 "AT3G15890" NA 1 NA NA NA NA NA NA NA
"43" "Chr3" "TAIR10" "gene" 5376251 5377179 "AT3G15900" NA 1 NA NA NA NA NA NA NA
"44" "Chr3" "TAIR10" "gene" 5381603 5381740 "AT3G15909" NA 1 NA NA NA NA NA NA NA
"45" "Chr3" "TAIR10" "gene" 5382061 5383069 "AT3G15910" NA 1 NA NA NA NA NA NA NA
"46" "Chr3" "TAIR10" "gene" 5383596 5387009 "AT3G15920" NA 1 NA NA NA NA NA NA NA
"47" "Chr3" "TAIR10" "gene" 5387444 5389690 "AT3G15930" NA 1 NA NA NA NA NA NA NA
"48" "Chr5" "TAIR10" "gene" 14651012 14652286 "AT5G37070" NA 1 NA NA NA NA NA NA NA
"49" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA NA NA NA NA
"50" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA NA NA NA NA
"51" "Chr5" "TAIR10" "gene" 21859148 21860672 "AT5G53840" NA 1 NA NA NA NA NA NA NA
"52" "Chr5" "TAIR10" "gene" 21860997 21864973 "AT5G53850" NA 1 NA NA NA NA NA NA NA
"53" "Chr5" "TAIR10" "gene" 21865268 21868948 "AT5G53860" NA 1 NA NA NA NA NA NA NA
"54" "Chr5" "TAIR10" "gene" 21869864 21871284 "AT5G53870" NA 1 NA NA NA NA NA NA NA
"55" "Chr5" "TAIR10" "gene" 21872794 21873303 "AT5G53880" NA 1 NA NA NA NA NA NA NA
"56" "Chr5" "TAIR10" "gene" 21876861 21880461 "AT5G53890" NA 1 NA NA NA NA NA NA NA
"57" "Chr1" "TAIR10" "gene" 22733472 22736509 "AT1G61610" NA NA 1 NA NA NA NA NA NA
"58" "Chr1" "TAIR10" "gene" 22737543 22739430 "AT1G61620" NA NA 1 NA NA NA NA NA NA
"59" "Chr1" "TAIR10" "gene" 22744207 22746111 "AT1G61630" NA NA 1 NA NA NA NA NA NA
"60" "Chr1" "TAIR10" "gene" 22746372 22749184 "AT1G61640" NA NA 1 NA NA NA NA NA NA
"61" "Chr1" "TAIR10" "gene" 22753715 22756300 "AT1G61660" NA NA 1 NA NA NA NA NA NA
"62" "Chr1" "TAIR10" "gene" 24946928 24955611 "AT1G66880" NA NA 1 NA 1 NA NA NA NA
"63" "Chr1" "TAIR10" "gene" 24957558 24958114 "AT1G66890" NA NA 1 NA 1 NA NA NA NA
"64" "Chr1" "TAIR10" "gene" 24959334 24961616 "AT1G66900" NA NA 1 NA 1 NA NA NA NA
"65" "Chr1" "TAIR10" "gene" 24961634 24963946 "AT1G66910" NA NA 1 NA 1 NA NA NA NA
"66" "Chr1" "TAIR10" "gene" 24965304 24967522 "AT1G66920" NA NA 1 NA 1 NA NA NA NA
"67" "Chr1" "TAIR10" "gene" 24970523 24973069 "AT1G66930" NA NA 1 NA 1 NA NA NA NA
"68" "Chr2" "TAIR10" "gene" 8080503 8082698 "AT2G18630" NA NA 1 NA NA NA NA NA NA
"69" "Chr2" "TAIR10" "gene" 8083740 8084888 "AT2G18640" NA NA 1 NA NA NA NA NA NA
"70" "Chr2" "TAIR10" "gene" 8086860 8088131 "AT2G18650" NA NA 1 NA NA NA NA NA NA
"71" "Chr2" "TAIR10" "gene" 8090658 8091656 "AT2G18660" NA NA 1 NA NA NA NA NA NA
"72" "Chr2" "TAIR10" "gene" 8093220 8095729 "AT2G18670" NA NA 1 NA NA NA NA NA NA
"73" "Chr2" "TAIR10" "gene" 8094780 8095779 "AT2G18680" NA NA 1 NA NA NA NA NA NA
"74" "Chr2" "TAIR10" "gene" 8097420 8098827 "AT2G18690" NA NA 1 NA NA NA NA NA NA
"75" "Chr3" "TAIR10" "gene" 20286084 20290077 "AT3G54800" NA NA 1 NA NA NA NA NA NA
"76" "Chr3" "TAIR10" "gene" 20291590 20291742 "AT3G54802" NA NA 1 NA NA NA NA NA NA
"77" "Chr3" "TAIR10" "gene" 20293147 20293251 "AT3G54804" NA NA 1 NA NA NA NA NA NA
"78" "Chr3" "TAIR10" "gene" 20296232 20298691 "AT3G54810" NA NA 1 NA NA NA NA NA NA
"79" "Chr3" "TAIR10" "gene" 20302021 20304010 "AT3G54820" NA NA 1 NA NA NA NA NA NA
"80" "Chr4" "TAIR10" "gene" 9681539 9684975 "AT4G17300" NA NA 1 NA NA NA NA NA NA
"81" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA NA NA NA NA
"82" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA NA NA NA NA
"83" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA NA NA NA NA
"84" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA NA NA NA NA
"85" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA NA NA NA NA
"86" "Chr4" "TAIR10" "gene" 10414526 10421209 "AT4G19020" NA NA 1 NA NA NA NA NA NA
"87" "Chr4" "TAIR10" "gene" 10421525 10423487 "AT4G19030" NA NA 1 NA NA NA NA NA NA
"88" "Chr4" "TAIR10" "gene" 10427807 10428516 "AT4G19035" NA NA 1 NA NA NA NA NA NA
"89" "Chr4" "TAIR10" "gene" 10430009 10430998 "AT4G19038" NA NA 1 NA NA NA NA NA NA
"90" "Chr4" "TAIR10" "gene" 10431520 10437431 "AT4G19040" NA NA 1 NA NA NA NA NA NA
"91" "Chr4" "TAIR10" "gene" 10438024 10439900 "AT4G19045" NA NA 1 NA NA NA NA NA NA
"92" "Chr4" "TAIR10" "gene" 10439984 10444121 "AT4G19050" NA NA 1 NA NA NA NA NA NA
"93" "Chr4" "TAIR10" "gene" 10444916 10446300 "AT4G19060" NA NA 1 NA NA NA NA NA NA
"94" "Chr4" "TAIR10" "gene" 10446340 10448190 "AT4G19070" NA NA 1 NA NA NA NA NA NA
"95" "Chr4" "TAIR10" "gene" 10448813 10449796 "AT4G19080" NA NA 1 NA NA NA NA NA NA
"96" "Chr4" "TAIR10" "gene" 10449900 10452757 "AT4G19090" NA NA 1 NA NA NA NA NA NA
"97" "Chr4" "TAIR10" "gene" 10452889 10453521 "AT4G19095" NA NA 1 NA NA NA NA NA NA
"98" "Chr4" "TAIR10" "gene" 10453415 10454359 "AT4G19100" NA NA 1 NA NA NA NA NA NA
"99" "Chr4" "TAIR10" "gene" 10454497 10459328 "AT4G19110" NA NA 1 NA NA NA NA NA NA
"100" "Chr4" "TAIR10" "gene" 10454528 10459328 "AT4G19112" NA NA 1 NA NA NA NA NA NA
"101" "Chr4" "TAIR10" "gene" 10460295 10464174 "AT4G19120" NA NA 1 NA NA NA NA NA NA
"102" "Chr4" "TAIR10" "gene" 13243076 13247926 "AT4G26140" NA NA 1 NA NA NA NA NA NA
"103" "Chr4" "TAIR10" "gene" 13253210 13254904 "AT4G26150" NA NA 1 NA NA NA NA NA NA
"104" "Chr4" "TAIR10" "gene" 13255251 13256760 "AT4G26160" NA NA 1 NA NA NA NA NA NA
"105" "Chr4" "TAIR10" "gene" 13256930 13259382 "AT4G26170" NA NA 1 NA NA NA NA NA NA
"106" "Chr4" "TAIR10" "gene" 13260061 13262035 "AT4G26180" NA NA 1 NA NA NA NA NA NA
"107" "Chr4" "TAIR10" "gene" 13262236 13266966 "AT4G26190" NA NA 1 NA NA NA NA NA NA
"108" "Chr1" "TAIR10" "gene" 9228235 9232240 "AT1G26700" NA NA NA 1 NA NA NA NA NA
"109" "Chr1" "TAIR10" "gene" 9232328 9233144 "AT1G26710" NA NA NA 1 NA NA NA NA NA
"110" "Chr1" "TAIR10" "gene" 9234303 9234812 "AT1G26720" NA NA NA 1 NA NA NA NA NA
"111" "Chr1" "TAIR10" "gene" 9241435 9244650 "AT1G26730" NA NA NA 1 NA NA NA NA NA
"112" "Chr1" "TAIR10" "gene" 9244981 9246603 "AT1G26740" NA NA NA 1 NA NA NA NA NA
"113" "Chr1" "TAIR10" "gene" 9246787 9248274 "AT1G26750" NA NA NA 1 NA NA NA NA NA
"114" "Chr1" "TAIR10" "gene" 9248152 9249943 "AT1G26760" NA NA NA 1 NA NA NA NA NA
"115" "Chr1" "TAIR10" "gene" 21122030 21122448 "AT1G56418" NA NA NA 1 NA NA NA NA NA
"116" "Chr1" "TAIR10" "gene" 21122551 21124234 "AT1G56420" NA NA NA 1 NA NA NA NA NA
"117" "Chr1" "TAIR10" "gene" 21128912 21130839 "AT1G56423" NA NA NA 1 NA NA NA NA NA
"118" "Chr1" "TAIR10" "gene" 21136944 21138087 "AT1G56430" NA NA NA 1 NA NA NA NA NA
"119" "Chr1" "TAIR10" "gene" 21138530 21141571 "AT1G56440" NA NA NA 1 NA NA NA NA NA
"120" "Chr1" "TAIR10" "gene" 21141883 21144400 "AT1G56450" NA NA NA 1 NA NA NA NA NA
"121" "Chr1" "TAIR10" "gene" 21146239 21149805 "AT1G56460" NA NA NA 1 NA NA NA NA NA
"122" "Chr1" "TAIR10" "gene" 21159744 21167321 "AT1G56500" NA NA NA 1 NA NA NA NA NA
"123" "Chr1" "TAIR10" "gene" 21167589 21173632 "AT1G56510" NA NA NA 1 NA NA NA NA NA
"124" "Chr2" "TAIR10" "gene" 6034348 6034835 "AT2G14247" NA NA NA 1 NA NA NA NA NA
"125" "Chr2" "TAIR10" "gene" 6036974 6040978 "AT2G14255" NA NA NA 1 NA NA NA NA NA
"126" "Chr2" "TAIR10" "gene" 6041253 6043974 "AT2G14260" NA NA NA 1 NA NA NA NA NA
"127" "Chr2" "TAIR10" "gene" 6045579 6046045 "AT2G14270" NA NA NA 1 NA NA NA NA NA
"128" "Chr3" "TAIR10" "gene" 9195503 9197124 "AT3G25250" NA NA NA 1 NA NA NA NA NA
"129" "Chr3" "TAIR10" "gene" 9199438 9202000 "AT3G25260" NA NA NA 1 NA NA NA NA NA
"130" "Chr3" "TAIR10" "gene" 9202880 9203623 "AT3G25265" NA NA NA 1 NA NA NA NA NA
"131" "Chr3" "TAIR10" "gene" 9203934 9204965 "AT3G25270" NA NA NA 1 NA NA NA NA NA
"132" "Chr3" "TAIR10" "gene" 9206183 9208036 "AT3G25280" NA NA NA 1 NA NA NA NA NA
"133" "Chr3" "TAIR10" "gene" 9208937 9210599 "AT3G25290" NA NA NA 1 NA NA NA NA NA
"134" "Chr3" "TAIR10" "gene" 9213156 9214281 "AT3G25400" NA NA NA 1 NA NA NA NA NA
"135" "Chr4" "TAIR10" "gene" 15473971 15476685 "AT4G32000" NA NA NA 1 NA NA NA NA NA
"136" "Chr4" "TAIR10" "gene" 15479524 15485353 "AT4G32010" NA NA NA 1 NA NA NA NA NA
"137" "Chr4" "TAIR10" "gene" 15487944 15489450 "AT4G32020" NA NA NA 1 NA NA NA NA NA
"138" "Chr4" "TAIR10" "gene" 15490740 15493423 "AT4G32030" NA NA NA 1 NA NA NA NA NA
"139" "Chr4" "TAIR10" "gene" 15494065 15496356 "AT4G32040" NA NA NA 1 NA NA NA NA NA
"140" "Chr5" "TAIR10" "gene" 16844345 16844969 "AT5G42146" NA NA NA 1 NA NA NA NA NA
"141" "Chr5" "TAIR10" "gene" 16846150 16848279 "AT5G42150" NA NA NA 1 NA NA NA NA NA
"142" "Chr5" "TAIR10" "gene" 16848786 16851707 "AT5G42170" NA NA NA 1 NA NA NA NA NA
"143" "Chr5" "TAIR10" "gene" 16852630 16854224 "AT5G42180" NA NA NA 1 NA NA NA NA NA
"144" "Chr5" "TAIR10" "gene" 16854191 16855645 "AT5G42190" NA NA NA 1 NA NA NA NA NA
"145" "Chr5" "TAIR10" "gene" 16860467 16861232 "AT5G42200" NA NA NA 1 NA NA NA NA NA
"146" "Chr5" "TAIR10" "gene" 17194197 17196032 "AT5G42890" NA NA NA 1 NA NA NA NA NA
"147" "Chr5" "TAIR10" "gene" 17196795 17197163 "AT5G42895" NA NA NA 1 NA NA NA NA NA
"148" "Chr5" "TAIR10" "gene" 17197641 17199793 "AT5G42900" NA NA NA 1 NA NA NA NA NA
"149" "Chr5" "TAIR10" "gene" 17201414 17202323 "AT5G42905" NA NA NA 1 NA NA NA NA NA
"150" "Chr5" "TAIR10" "gene" 17203742 17205380 "AT5G42910" NA NA NA 1 NA NA NA NA NA
"151" "Chr5" "TAIR10" "gene" 17206151 17209545 "AT5G42920" NA NA NA 1 NA NA NA NA NA
"152" "Chr5" "TAIR10" "gene" 17210546 17214220 "AT5G42930" NA NA NA 1 NA NA NA NA NA
"153" "Chr1" "TAIR10" "gene" 18494103 18497239 "AT1G49950" NA NA NA NA 1 NA NA NA NA
"154" "Chr1" "TAIR10" "gene" 18492123 18493258 "AT1G49952" NA NA NA NA 1 NA NA NA NA
"155" "Chr1" "TAIR10" "gene" 18498639 18501886 "AT1G49960" NA NA NA NA 1 NA NA NA NA
"156" "Chr1" "TAIR10" "gene" 18501570 18504609 "AT1G49970" NA NA NA NA 1 NA NA NA NA
"157" "Chr1" "TAIR10" "gene" 18504802 18505597 "AT1G49975" NA NA NA NA 1 NA NA NA NA
"158" "Chr1" "TAIR10" "gene" 18507971 18513172 "AT1G49980" NA NA NA NA 1 NA NA NA NA
"159" "Chr1" "TAIR10" "gene" 18522441 18539995 "AT1G50030" NA NA NA NA 1 NA NA NA NA
"160" "Chr1" "TAIR10" "gene" 18542130 18543948 "AT1G50040" NA NA NA NA 1 NA NA NA NA
"161" "Chr2" "TAIR10" "gene" 4106183 4106356 "AT2G10557" NA NA NA NA 1 NA NA NA NA
"162" "Chr2" "TAIR10" "gene" 4109862 4110698 "AT2G10560" NA NA NA NA 1 NA NA NA NA
"163" "Chr3" "TAIR10" "gene" 14228495 14233245 "AT3G42050" NA NA NA NA 1 NA NA NA NA
"164" "Chr3" "TAIR10" "gene" 22630608 22635123 "AT3G61150" NA NA NA NA 1 NA NA NA NA
"165" "Chr3" "TAIR10" "gene" 22635881 22638817 "AT3G61160" NA NA NA NA 1 NA NA NA NA
"166" "Chr3" "TAIR10" "gene" 22638691 22641237 "AT3G61170" NA NA NA NA 1 NA NA NA NA
"167" "Chr3" "TAIR10" "gene" 22641764 22642110 "AT3G61172" NA NA NA NA 1 NA NA NA NA
"168" "Chr3" "TAIR10" "gene" 22642983 22643309 "AT3G61175" NA NA NA NA 1 NA NA NA NA
"169" "Chr3" "TAIR10" "gene" 22644470 22644791 "AT3G61177" NA NA NA NA 1 NA NA NA NA
"170" "Chr3" "TAIR10" "gene" 22645566 22647667 "AT3G61180" NA NA NA NA 1 NA NA NA NA
"171" "Chr3" "TAIR10" "gene" 22647771 22648168 "AT3G61182" NA NA NA NA 1 NA NA NA NA
"172" "Chr3" "TAIR10" "gene" 22650159 22651488 "AT3G61190" NA NA NA NA 1 NA NA NA NA
"173" "Chr5" "TAIR10" "gene" 12588838 12591748 "AT5G33320" NA NA NA NA 1 NA NA NA NA
"174" "Chr5" "TAIR10" "gene" 12591683 12592896 "AT5G33330" NA NA NA NA 1 NA NA NA NA
"175" "Chr5" "TAIR10" "gene" 12594467 12595952 "AT5G33340" NA NA NA NA 1 NA NA NA NA
"176" "Chr5" "TAIR10" "gene" 12661789 12662820 "AT5G33390" NA NA NA NA 1 NA NA NA NA
"177" "Chr5" "TAIR10" "gene" 12676055 12678403 "AT5G33406" NA NA NA NA 1 NA NA NA NA
"178" "Chr5" "TAIR10" "gene" 17722484 17726379 "AT5G44050" NA NA NA NA 1 NA NA NA NA
"179" "Chr5" "TAIR10" "gene" 17731005 17731905 "AT5G44060" NA NA NA NA 1 NA NA NA NA
"180" "Chr5" "TAIR10" "gene" 17733485 17733712 "AT5G44065" NA NA NA NA 1 NA NA NA NA
"181" "Chr5" "TAIR10" "gene" 17734738 17737859 "AT5G44070" NA NA NA NA 1 NA NA NA NA
"182" "Chr5" "TAIR10" "gene" 17738652 17739873 "AT5G44080" NA NA NA NA 1 NA NA NA NA
"183" "Chr5" "TAIR10" "gene" 17742766 17748396 "AT5G44090" NA NA NA NA 1 NA NA NA NA
"184" "Chr1" "TAIR10" "gene" 12157156 12158953 "AT1G33520" NA NA NA NA NA 1 NA NA NA
"185" "Chr1" "TAIR10" "gene" 12159884 12161314 "AT1G33530" NA NA NA NA NA 1 NA NA NA
"186" "Chr1" "TAIR10" "gene" 12162349 12164700 "AT1G33540" NA NA NA NA NA 1 NA NA NA
"187" "Chr1" "TAIR10" "gene" 12168768 12172005 "AT1G33560" NA NA NA NA NA 1 NA NA NA
"188" "Chr1" "TAIR10" "gene" 17021610 17022781 "AT1G45015" NA NA NA NA NA 1 NA NA NA
"189" "Chr1" "TAIR10" "gene" 17031281 17033198 "AT1G45050" NA NA NA NA NA 1 NA NA NA
"190" "Chr1" "TAIR10" "gene" 17033335 17035105 "AT1G45063" NA NA NA NA NA 1 NA NA NA
"191" "Chr2" "TAIR10" "gene" 100649 101495 "AT2G01150" NA NA NA NA NA 1 NA NA NA
"192" "Chr2" "TAIR10" "gene" 102065 102138 "AT2G01160" NA NA NA NA NA 1 NA NA NA
"193" "Chr2" "TAIR10" "gene" 102194 104549 "AT2G01170" NA NA NA NA NA 1 NA NA NA
"194" "Chr2" "TAIR10" "gene" 104884 106216 "AT2G01175" NA NA NA NA NA 1 NA NA NA
"195" "Chr2" "TAIR10" "gene" 106900 108803 "AT2G01180" NA NA NA NA NA 1 NA NA NA
"196" "Chr2" "TAIR10" "gene" 114975 117640 "AT2G01190" NA NA NA NA NA 1 NA NA NA
"197" "Chr2" "TAIR10" "gene" 118017 119342 "AT2G01200" NA NA NA NA NA 1 NA NA NA
"198" "Chr2" "TAIR10" "gene" 119441 121846 "AT2G01210" NA NA NA NA NA 1 NA NA NA
"199" "Chr2" "TAIR10" "gene" 187798 190369 "AT2G01430" NA NA NA NA NA 1 NA NA NA
"200" "Chr2" "TAIR10" "gene" 193701 199248 "AT2G01440" NA NA NA NA NA 1 NA NA NA
"201" "Chr2" "TAIR10" "gene" 199511 203126 "AT2G01450" NA NA NA NA NA 1 NA NA NA
"202" "Chr3" "TAIR10" "gene" 10959686 10960808 "AT3G28930" NA NA NA NA NA 1 NA NA NA
"203" "Chr3" "TAIR10" "gene" 10968100 10969387 "AT3G28940" NA NA NA NA NA 1 NA NA NA
"204" "Chr3" "TAIR10" "gene" 10976108 10977492 "AT3G28950" NA NA NA NA NA 1 NA NA NA
"205" "Chr3" "TAIR10" "gene" 10980700 10982244 "AT3G28956" NA NA NA NA NA 1 NA NA NA
"206" "Chr3" "TAIR10" "gene" 10982706 10983532 "AT3G28958" NA NA NA NA NA 1 NA NA NA
"207" "Chr3" "TAIR10" "gene" 16490600 16494762 "AT3G45090" NA NA NA NA NA 1 NA NA NA
"208" "Chr3" "TAIR10" "gene" 16496811 16497290 "AT3G45093" NA NA NA NA NA 1 NA NA NA
"209" "Chr3" "TAIR10" "gene" 16504460 16507404 "AT3G45100" NA NA NA NA NA 1 NA NA NA
"210" "Chr3" "TAIR10" "gene" 16508170 16508532 "AT3G45110" NA NA NA NA NA 1 NA NA NA
"211" "Chr3" "TAIR10" "gene" 18672102 18674022 "AT3G50350" NA NA NA NA NA 1 NA NA NA
"212" "Chr3" "TAIR10" "gene" 18674337 18675712 "AT3G50360" NA NA NA NA NA 1 NA NA NA
"213" "Chr3" "TAIR10" "gene" 18676059 18684346 "AT3G50370" NA NA NA NA NA 1 NA NA NA
"214" "Chr3" "TAIR10" "gene" 18684659 18685121 "AT3G50373" NA NA NA NA NA 1 NA NA NA
"215" "Chr3" "TAIR10" "gene" 18686443 18700533 "AT3G50380" NA NA NA NA NA 1 NA NA NA
"216" "Chr5" "TAIR10" "gene" 16354380 16356289 "AT5G40830" NA NA NA NA NA 1 NA NA NA
"217" "Chr5" "TAIR10" "gene" 16359430 16363814 "AT5G40840" NA NA NA NA NA 1 NA NA NA
"218" "Chr5" "TAIR10" "gene" 16365725 16365841 "AT5G40847" NA NA NA NA NA 1 NA NA NA
"219" "Chr5" "TAIR10" "gene" 16366353 16369099 "AT5G40850" NA NA NA NA NA 1 NA NA NA
"220" "Chr5" "TAIR10" "gene" 16369114 16369350 "AT5G40855" NA NA NA NA NA 1 NA NA NA
"221" "Chr5" "TAIR10" "gene" 16370368 16371985 "AT5G40860" NA NA NA NA NA 1 NA NA NA
"222" "Chr1" "TAIR10" "gene" 21711565 21713103 "AT1G58430" NA NA NA NA NA NA 1 NA NA
"223" "Chr1" "TAIR10" "gene" 21713842 21717290 "AT1G58440" NA NA NA NA NA NA 1 NA NA
"224" "Chr1" "TAIR10" "gene" 21718014 21718916 "AT1G58450" NA NA NA NA NA NA 1 NA NA
"225" "Chr1" "TAIR10" "gene" 21721404 21722429 "AT1G58460" NA NA NA NA NA NA 1 NA NA
"226" "Chr1" "TAIR10" "gene" 21727024 21728760 "AT1G58470" NA NA NA NA NA NA 1 NA NA
"227" "Chr1" "TAIR10" "gene" 21729913 21738652 "AT1G58520" NA NA NA NA NA NA 1 NA NA
"228" "Chr1" "TAIR10" "gene" 24030820 24033556 "AT1G64670" NA NA NA NA NA NA 1 NA NA
"229" "Chr1" "TAIR10" "gene" 24036021 24037401 "AT1G64680" NA NA NA NA NA NA 1 NA NA
"230" "Chr1" "TAIR10" "gene" 24038034 24039177 "AT1G64690" NA NA NA NA NA NA 1 NA NA
"231" "Chr1" "TAIR10" "gene" 24039810 24040595 "AT1G64700" NA NA NA NA NA NA 1 NA NA
"232" "Chr1" "TAIR10" "gene" 24044545 24046552 "AT1G64710" NA NA NA NA NA NA 1 NA NA
"233" "Chr1" "TAIR10" "gene" 24046553 24048622 "AT1G64720" NA NA NA NA NA NA 1 NA NA
"234" "Chr1" "TAIR10" "gene" 24050006 24052487 "AT1G64740" NA NA NA NA NA NA 1 NA NA
"235" "Chr1" "TAIR10" "gene" 24052362 24053908 "AT1G64750" NA NA NA NA NA NA 1 NA NA
"236" "Chr1" "TAIR10" "gene" 26545414 26549216 "AT1G70430" NA NA NA NA NA NA 1 NA NA
"237" "Chr1" "TAIR10" "gene" 26548952 26550520 "AT1G70440" NA NA NA NA NA NA 1 NA NA
"238" "Chr1" "TAIR10" "gene" 26552576 26554437 "AT1G70450" NA NA NA NA NA NA 1 NA NA
"239" "Chr1" "TAIR10" "gene" 26555846 26559284 "AT1G70460" NA NA NA NA NA NA 1 NA NA
"240" "Chr1" "TAIR10" "gene" 26559359 26560123 "AT1G70470" NA NA NA NA NA NA 1 NA NA
"241" "Chr2" "TAIR10" "gene" 15568986 15573726 "AT2G37050" NA NA NA NA NA NA 1 NA NA
"242" "Chr2" "TAIR10" "gene" 15576024 15577877 "AT2G37060" NA NA NA NA NA NA 1 NA NA
"243" "Chr2" "TAIR10" "gene" 15578415 15581308 "AT2G37070" NA NA NA NA NA NA 1 NA NA
