"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N" "C" "Mg" "Na" "Comp1"
"18" "Chr5" "TAIR10" "gene" 9690607 9693289 "AT5G27450" NA 1 NA NA NA NA NA NA NA
"19" "Chr5" "TAIR10" "gene" 20234642 20236184 "AT5G49800" NA 1 NA NA NA NA NA NA NA
"20" "Chr5" "TAIR10" "gene" 20239343 20246380 "AT5G49810" NA 1 NA NA NA NA NA NA NA
"21" "Chr1" "TAIR10" "gene" 10625029 10627105 "AT1G30200" NA NA 1 NA NA NA NA NA NA
"22" "Chr1" "TAIR10" "gene" 10627185 10630610 "AT1G30210" NA NA 1 NA NA NA NA NA NA
"23" "Chr1" "TAIR10" "gene" 24957558 24958114 "AT1G66890" NA NA 1 NA NA NA NA NA NA
"24" "Chr1" "TAIR10" "gene" 24959334 24961616 "AT1G66900" NA NA 1 NA NA NA NA NA NA
"25" "Chr1" "TAIR10" "gene" 24961634 24963946 "AT1G66910" NA NA 1 NA NA NA NA NA NA
"26" "Chr1" "TAIR10" "gene" 24965304 24967522 "AT1G66920" NA NA 1 NA NA NA NA NA NA
"27" "Chr2" "TAIR10" "gene" 410327 415330 "AT2G01905" NA NA 1 NA NA NA NA NA NA
"28" "Chr2" "TAIR10" "gene" 416911 420588 "AT2G01910" NA NA 1 NA NA NA NA NA NA
"29" "Chr2" "TAIR10" "gene" 421624 422626 "AT2G01913" NA NA 1 NA NA NA NA NA NA
"30" "Chr2" "TAIR10" "gene" 19182670 19186578 "AT2G46700" NA NA 1 NA NA NA NA NA NA
"31" "Chr2" "TAIR10" "gene" 19191935 19194849 "AT2G46710" NA NA 1 NA NA NA NA NA NA
"32" "Chr4" "TAIR10" "gene" 8374391 8375962 "AT4G14590" NA NA 1 NA NA NA NA NA NA
"33" "Chr4" "TAIR10" "gene" 8376400 8378335 "AT4G14600" NA NA 1 NA NA NA NA NA NA
"34" "Chr4" "TAIR10" "gene" 8378429 8380714 "AT4G14605" NA NA 1 NA NA NA NA NA NA
"35" "Chr4" "TAIR10" "gene" 8383764 8385079 "AT4G14615" NA NA 1 NA NA NA NA NA NA
"36" "Chr4" "TAIR10" "gene" 13243076 13247926 "AT4G26140" NA NA 1 NA NA NA NA NA NA
"37" "Chr4" "TAIR10" "gene" 13253210 13254904 "AT4G26150" NA NA 1 NA NA NA NA NA NA
"38" "Chr4" "TAIR10" "gene" 13255251 13256760 "AT4G26160" NA NA 1 NA NA NA NA NA NA
"39" "Chr4" "TAIR10" "gene" 13256930 13259382 "AT4G26170" NA NA 1 NA NA NA NA NA NA
"40" "Chr1" "TAIR10" "gene" 17351050 17353875 "AT1G47330" NA NA NA 1 NA NA NA NA NA
"41" "Chr1" "TAIR10" "gene" 17353847 17356533 "AT1G47340" NA NA NA 1 NA NA NA NA NA
"42" "Chr1" "TAIR10" "gene" 17358447 17360722 "AT1G47350" NA NA NA 1 NA 1 NA NA NA
"43" "Chr1" "TAIR10" "gene" 17566511 17569297 "AT1G47740" NA NA NA 1 NA NA NA NA NA
"44" "Chr1" "TAIR10" "gene" 17569256 17570159 "AT1G47750" NA NA NA 1 NA NA NA NA NA
"45" "Chr1" "TAIR10" "gene" 17572451 17573159 "AT1G47760" NA NA NA 1 NA NA NA NA NA
"46" "Chr1" "TAIR10" "gene" 17574906 17576092 "AT1G47765" NA NA NA 1 NA NA NA NA NA
"47" "Chr1" "TAIR10" "gene" 22392729 22392974 "AT1G60815" NA NA NA 1 NA NA NA NA NA
"48" "Chr1" "TAIR10" "gene" 22394637 22394707 "AT1G60820" NA NA NA 1 NA NA NA NA NA
"49" "Chr1" "TAIR10" "gene" 22395058 22395603 "AT1G60830" NA NA NA 1 NA NA NA NA NA
"50" "Chr1" "TAIR10" "gene" 22397592 22397662 "AT1G60840" NA NA NA 1 NA NA NA NA NA
"51" "Chr1" "TAIR10" "gene" 22397916 22400362 "AT1G60850" NA NA NA 1 NA NA NA NA NA
"52" "Chr1" "TAIR10" "gene" 22400927 22407777 "AT1G60860" NA NA NA 1 NA NA NA NA NA
"53" "Chr2" "TAIR10" "gene" 16464414 16466941 "AT2G39435" NA NA NA 1 NA NA NA NA NA
"54" "Chr2" "TAIR10" "gene" 16467855 16469628 "AT2G39440" NA NA NA 1 NA NA NA NA NA
"55" "Chr2" "TAIR10" "gene" 16470025 16471246 "AT2G39445" NA NA NA 1 NA NA NA NA NA
"56" "Chr2" "TAIR10" "gene" 16471632 16473818 "AT2G39450" NA NA NA 1 NA NA NA NA NA
"57" "Chr2" "TAIR10" "gene" 16474149 16476108 "AT2G39460" NA NA NA 1 NA NA NA NA NA
"58" "Chr5" "TAIR10" "gene" 2446764 2448543 "AT5G07690" NA NA NA 1 NA NA NA NA NA
"59" "Chr5" "TAIR10" "gene" 14049123 14051128 "AT5G35917" NA NA NA 1 NA NA NA NA NA
"60" "Chr1" "TAIR10" "gene" 16151095 16152240 "AT1G43005" NA NA NA NA 1 NA NA NA NA
"61" "Chr1" "TAIR10" "gene" 16153609 16154468 "AT1G43010" NA NA NA NA 1 NA NA NA NA
"62" "Chr1" "TAIR10" "gene" 16155403 16157911 "AT1G43020" NA NA NA NA 1 NA NA NA NA
"63" "Chr2" "TAIR10" "gene" 17734324 17739085 "AT2G42600" NA NA NA NA 1 NA NA NA NA
"64" "Chr2" "TAIR10" "gene" 19378869 19382418 "AT2G47210" NA NA NA NA 1 NA NA NA NA
"65" "Chr2" "TAIR10" "gene" 19383743 19386954 "AT2G47220" NA NA NA NA 1 NA NA NA NA
"66" "Chr2" "TAIR10" "gene" 19387020 19390234 "AT2G47230" NA NA NA NA 1 NA NA NA NA
"67" "Chr4" "TAIR10" "gene" 5847401 5849724 "AT4G09180" NA NA NA NA 1 NA NA NA NA
"68" "Chr4" "TAIR10" "gene" 5855176 5856327 "AT4G09190" NA NA NA NA 1 NA NA NA NA
"69" "Chr5" "TAIR10" "gene" 24090715 24093168 "AT5G59790" NA NA NA NA 1 NA NA NA NA
"70" "Chr5" "TAIR10" "gene" 24094474 24096532 "AT5G59800" NA NA NA NA 1 NA NA NA NA
"71" "Chr5" "TAIR10" "gene" 24096815 24100557 "AT5G59810" NA NA NA NA 1 NA NA NA NA
"72" "Chr1" "TAIR10" "gene" 17365898 17368703 "AT1G47370" NA NA NA NA NA 1 NA NA NA
"73" "Chr1" "TAIR10" "gene" 20772218 20772302 "AT1G55591" NA NA NA NA NA 1 NA NA NA
"74" "Chr1" "TAIR10" "gene" 20774046 20776294 "AT1G55600" NA NA NA NA NA 1 NA NA NA
"75" "Chr1" "TAIR10" "gene" 20779874 20784017 "AT1G55610" NA NA NA NA NA 1 NA NA NA
"76" "Chr2" "TAIR10" "gene" 16848438 16850487 "AT2G40340" NA NA NA NA NA 1 NA NA NA
"77" "Chr2" "TAIR10" "gene" 16851595 16852068 "AT2G40350" NA NA NA NA NA 1 NA NA NA
"78" "Chr2" "TAIR10" "gene" 16852880 16856690 "AT2G40360" NA NA NA NA NA 1 NA NA NA
"79" "Chr2" "TAIR10" "gene" 16858166 16860606 "AT2G40370" NA NA NA NA NA 1 NA NA NA
"80" "Chr3" "TAIR10" "gene" 11737049 11738847 "AT3G29830" NA NA NA NA NA 1 NA NA NA
"81" "Chr3" "TAIR10" "gene" 11745211 11746570 "AT3G29970" NA NA NA NA NA 1 NA NA NA
"82" "Chr3" "TAIR10" "gene" 16266111 16266314 "AT3G44718" NA NA NA NA NA 1 NA NA NA
"83" "Chr3" "TAIR10" "gene" 16271652 16273344 "AT3G44720" NA NA NA NA NA 1 NA NA NA
"84" "Chr3" "TAIR10" "gene" 18676059 18684346 "AT3G50370" NA NA NA NA NA 1 NA NA NA
"85" "Chr3" "TAIR10" "gene" 18684659 18685121 "AT3G50373" NA NA NA NA NA 1 NA NA NA
"86" "Chr3" "TAIR10" "gene" 18686443 18700533 "AT3G50380" NA NA NA NA NA 1 NA NA NA
"87" "Chr5" "TAIR10" "gene" 15032508 15032581 "AT5G37795" NA NA NA NA NA 1 NA 1 NA
"88" "Chr1" "TAIR10" "gene" 7667803 7670530 "AT1G21850" NA NA NA NA NA NA 1 NA NA
"89" "Chr1" "TAIR10" "gene" 7671028 7674215 "AT1G21860" NA NA NA NA NA NA 1 NA NA
"90" "Chr1" "TAIR10" "gene" 7675502 7675971 "AT1G21864" NA NA NA NA NA NA 1 NA NA
"91" "Chr1" "TAIR10" "gene" 7677499 7677959 "AT1G21866" NA NA NA NA NA NA 1 NA NA
"92" "Chr4" "TAIR10" "gene" 2331677 2332800 "AT4G04630" NA NA NA NA NA NA 1 NA NA
"93" "Chr4" "TAIR10" "gene" 2339586 2340049 "AT4G04632" NA NA NA NA NA NA 1 NA NA
"94" "Chr4" "TAIR10" "gene" 7304405 7307138 "AT4G12290" NA NA NA NA NA NA 1 NA NA
"95" "Chr4" "TAIR10" "gene" 7307737 7309755 "AT4G12300" NA NA NA NA NA NA 1 NA NA
"96" "Chr4" "TAIR10" "gene" 7310416 7312577 "AT4G12310" NA NA NA NA NA NA 1 NA NA
"97" "Chr5" "TAIR10" "gene" 14139996 14141892 "AT5G36000" NA NA NA NA NA NA 1 NA NA
"98" "Chr5" "TAIR10" "gene" 14141641 14143436 "AT5G36001" NA NA NA NA NA NA 1 NA NA
"99" "Chr5" "TAIR10" "gene" 14141898 14143241 "AT5G36002" NA NA NA NA NA NA 1 NA NA
"100" "Chr5" "TAIR10" "gene" 15373094 15374726 "AT5G38396" NA NA NA NA NA NA 1 NA NA
"101" "Chr5" "TAIR10" "gene" 15375846 15376301 "AT5G38400" NA NA NA NA NA NA 1 NA NA
"102" "Chr5" "TAIR10" "gene" 15377173 15378416 "AT5G38410" NA NA NA NA NA NA 1 NA NA
"103" "Chr1" "TAIR10" "gene" 5872145 5873086 "AT1G17180" NA NA NA NA NA NA NA 1 NA
"104" "Chr1" "TAIR10" "gene" 5875350 5876545 "AT1G17190" NA NA NA NA NA NA NA 1 NA
"105" "Chr1" "TAIR10" "gene" 5878400 5880041 "AT1G17200" NA NA NA NA NA NA NA 1 NA
"106" "Chr1" "TAIR10" "gene" 5880130 5884756 "AT1G17210" NA NA NA NA NA NA NA 1 NA
"107" "Chr1" "TAIR10" "gene" 17600004 17601173 "AT1G47790" NA NA NA NA NA NA NA 1 NA
"108" "Chr1" "TAIR10" "gene" 17601513 17602676 "AT1G47800" NA NA NA NA NA NA NA 1 NA
"109" "Chr1" "TAIR10" "gene" 17603504 17604559 "AT1G47810" NA NA NA NA NA NA NA 1 NA
"110" "Chr1" "TAIR10" "gene" 17606558 17606818 "AT1G47813" NA NA NA NA NA NA NA 1 NA
"111" "Chr2" "TAIR10" "gene" 7664103 7666522 "AT2G17620" NA NA NA NA NA NA NA 1 NA
"112" "Chr2" "TAIR10" "gene" 7666585 7668065 "AT2G17630" NA NA NA NA NA NA NA 1 NA
"113" "Chr2" "TAIR10" "gene" 7668078 7670495 "AT2G17640" NA NA NA NA NA NA NA 1 NA
"114" "Chr2" "TAIR10" "gene" 7898012 7899242 "AT2G18160" NA NA NA NA NA NA NA 1 NA
"115" "Chr2" "TAIR10" "gene" 7898012 7899242 "AT2G18162" NA NA NA NA NA NA NA 1 NA
"116" "Chr3" "TAIR10" "gene" 16188129 16192175 "AT3G44610" NA NA NA NA NA NA NA 1 NA
"117" "Chr3" "TAIR10" "gene" 16193829 16195833 "AT3G44620" NA NA NA NA NA NA NA 1 NA
"118" "Chr3" "TAIR10" "gene" 16195955 16201225 "AT3G44630" NA NA NA NA NA NA NA 1 NA
"119" "Chr3" "TAIR10" "gene" 18614170 18616452 "AT3G50210" NA NA NA NA NA NA NA 1 NA
"120" "Chr3" "TAIR10" "gene" 18617424 18618729 "AT3G50220" NA NA NA NA NA NA NA 1 NA
"121" "Chr3" "TAIR10" "gene" 18620599 18623200 "AT3G50230" NA NA NA NA NA NA NA 1 NA
"122" "Chr3" "TAIR10" "gene" 18623262 18628888 "AT3G50240" NA NA NA NA NA NA NA 1 NA
"123" "Chr5" "TAIR10" "gene" 5643118 5647783 "AT5G17165" NA NA NA NA NA NA NA 1 NA
"124" "Chr5" "TAIR10" "gene" 5649193 5651158 "AT5G17170" NA NA NA NA NA NA NA 1 NA
"125" "Chr5" "TAIR10" "gene" 5651436 5651807 "AT5G17180" NA NA NA NA NA NA NA 1 NA
"126" "Chr5" "TAIR10" "gene" 5652218 5652983 "AT5G17190" NA NA NA NA NA NA NA 1 NA
"127" "Chr1" "TAIR10" "gene" 13061638 13063450 "AT1G35490" NA NA NA NA NA NA NA NA 1
"128" "Chr1" "TAIR10" "gene" 13066087 13066596 "AT1G35500" NA NA NA NA NA NA NA NA 1
"129" "Chr3" "TAIR10" "gene" 21810260 21817555 "AT3G59020" NA NA NA NA NA NA NA NA 1
"130" "Chr3" "TAIR10" "gene" 21819071 21821440 "AT3G59030" NA NA NA NA NA NA NA NA 1
"131" "Chr3" "TAIR10" "gene" 21821349 21824348 "AT3G59040" NA NA NA NA NA NA NA NA 1
"132" "Chr4" "TAIR10" "gene" 17206858 17210007 "AT4G36440" NA NA NA NA NA NA NA NA 1
"133" "Chr4" "TAIR10" "gene" 17210245 17211413 "AT4G36450" NA NA NA NA NA NA NA NA 1
"134" "Chr4" "TAIR10" "gene" 17212662 17213099 "AT4G36460" NA NA NA NA NA NA NA NA 1
"135" "Chr4" "TAIR10" "gene" 17215027 17216530 "AT4G36470" NA NA NA NA NA NA NA NA 1
"136" "Chr4" "TAIR10" "gene" 17218132 17221477 "AT4G36480" NA NA NA NA NA NA NA NA 1
"137" "Chr5" "TAIR10" "gene" 815674 816658 "AT5G03350" NA NA NA NA NA NA NA NA 1
"138" "Chr5" "TAIR10" "gene" 817864 825149 "AT5G03360" NA NA NA NA NA NA NA NA 1
"139" "Chr5" "TAIR10" "gene" 825573 827043 "AT5G03370" NA NA NA NA NA NA NA NA 1
"140" "Chr5" "TAIR10" "gene" 3021952 3024756 "AT5G09740" NA NA NA NA NA NA NA NA 1
"141" "Chr5" "TAIR10" "gene" 3026401 3027075 "AT5G09750" NA NA NA NA NA NA NA NA 1
"142" "Chr5" "TAIR10" "gene" 3030817 3030889 "AT5G09755" NA NA NA NA NA NA NA NA 1
"143" "Chr5" "TAIR10" "gene" 3032375 3034543 "AT5G09760" NA NA NA NA NA NA NA NA 1
"144" "Chr5" "TAIR10" "gene" 9261580 9267729 "AT5G26570" NA NA NA NA NA NA NA NA 1
"145" "Chr5" "TAIR10" "gene" 9269282 9270254 "AT5G26594" NA NA NA NA NA NA NA NA 1
"146" "Chr5" "TAIR10" "gene" 19428888 19430476 "AT5G47980" NA NA NA NA NA NA NA NA 1
"147" "Chr5" "TAIR10" "gene" 19434827 19436689 "AT5G47990" NA NA NA NA NA NA NA NA 1
