"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N" "C" "Mg" "Na" "Comp1"
"24" "Chr5" "TAIR10" "gene" 9676334 9682940 "AT5G27410" NA 1 NA NA NA NA NA NA NA
"25" "Chr5" "TAIR10" "gene" 9684072 9685561 "AT5G27420" NA 1 NA NA NA NA NA NA NA
"26" "Chr5" "TAIR10" "gene" 9687378 9689420 "AT5G27430" NA 1 NA NA NA NA NA NA NA
"27" "Chr5" "TAIR10" "gene" 9689498 9690318 "AT5G27440" NA 1 NA NA NA NA NA NA NA
"28" "Chr5" "TAIR10" "gene" 9690607 9693289 "AT5G27450" NA 1 NA NA NA NA NA NA NA
"29" "Chr5" "TAIR10" "gene" 9693262 9694840 "AT5G27460" NA 1 NA NA NA NA NA NA NA
"30" "Chr5" "TAIR10" "gene" 9695008 9697389 "AT5G27470" NA 1 NA NA NA NA NA NA NA
"31" "Chr5" "TAIR10" "gene" 20229256 20233095 "AT5G49780" NA 1 NA NA NA NA NA NA NA
"32" "Chr5" "TAIR10" "gene" 20234642 20236184 "AT5G49800" NA 1 NA NA NA NA NA NA NA
"33" "Chr5" "TAIR10" "gene" 20239343 20246380 "AT5G49810" NA 1 NA NA NA NA NA NA NA
"34" "Chr5" "TAIR10" "gene" 20246500 20249545 "AT5G49820" NA 1 NA NA NA NA NA NA NA
"35" "Chr1" "TAIR10" "gene" 10618966 10619802 "AT1G30190" NA NA 1 NA NA NA NA NA NA
"36" "Chr1" "TAIR10" "gene" 10625029 10627105 "AT1G30200" NA NA 1 NA NA NA NA NA NA
"37" "Chr1" "TAIR10" "gene" 10627185 10630610 "AT1G30210" NA NA 1 NA NA NA NA NA NA
"38" "Chr1" "TAIR10" "gene" 10632821 10635471 "AT1G30220" NA NA 1 NA NA NA NA NA NA
"39" "Chr1" "TAIR10" "gene" 24946928 24955611 "AT1G66880" NA NA 1 NA NA NA NA NA NA
"40" "Chr1" "TAIR10" "gene" 24957558 24958114 "AT1G66890" NA NA 1 NA NA NA NA NA NA
"41" "Chr1" "TAIR10" "gene" 24959334 24961616 "AT1G66900" NA NA 1 NA NA NA NA NA NA
"42" "Chr1" "TAIR10" "gene" 24961634 24963946 "AT1G66910" NA NA 1 NA NA NA NA NA NA
"43" "Chr1" "TAIR10" "gene" 24965304 24967522 "AT1G66920" NA NA 1 NA NA NA NA NA NA
"44" "Chr1" "TAIR10" "gene" 24970523 24973069 "AT1G66930" NA NA 1 NA NA NA NA NA NA
"45" "Chr2" "TAIR10" "gene" 405918 409014 "AT2G01900" NA NA 1 NA NA NA NA NA NA
"46" "Chr2" "TAIR10" "gene" 410327 415330 "AT2G01905" NA NA 1 NA NA NA NA NA NA
"47" "Chr2" "TAIR10" "gene" 416911 420588 "AT2G01910" NA NA 1 NA NA NA NA NA NA
"48" "Chr2" "TAIR10" "gene" 421624 422626 "AT2G01913" NA NA 1 NA NA NA NA NA NA
"49" "Chr2" "TAIR10" "gene" 424110 425713 "AT2G01918" NA NA 1 NA NA NA NA NA NA
"50" "Chr2" "TAIR10" "gene" 426052 426990 "AT2G01920" NA NA 1 NA NA NA NA NA NA
"51" "Chr2" "TAIR10" "gene" 19180730 19181467 "AT2G46690" NA NA 1 NA NA NA NA NA NA
"52" "Chr2" "TAIR10" "gene" 19182670 19186578 "AT2G46700" NA NA 1 NA NA NA NA NA NA
"53" "Chr2" "TAIR10" "gene" 19191935 19194849 "AT2G46710" NA NA 1 NA NA NA NA NA NA
"54" "Chr2" "TAIR10" "gene" 19197383 19200221 "AT2G46720" NA NA 1 NA NA NA NA NA NA
"55" "Chr3" "TAIR10" "gene" 15367596 15370059 "AT3G43440" NA NA 1 NA NA NA NA NA NA
"56" "Chr4" "TAIR10" "gene" 8374391 8375962 "AT4G14590" NA NA 1 NA NA NA NA NA NA
"57" "Chr4" "TAIR10" "gene" 8376400 8378335 "AT4G14600" NA NA 1 NA NA NA NA NA NA
"58" "Chr4" "TAIR10" "gene" 8378429 8380714 "AT4G14605" NA NA 1 NA NA NA NA NA NA
"59" "Chr4" "TAIR10" "gene" 8383764 8385079 "AT4G14615" NA NA 1 NA NA NA NA NA NA
"60" "Chr4" "TAIR10" "gene" 8389040 8390833 "AT4G14620" NA NA 1 NA NA NA NA NA NA
"61" "Chr4" "TAIR10" "gene" 8389040 8390833 "AT4G14622" NA NA 1 NA NA NA NA NA NA
"62" "Chr4" "TAIR10" "gene" 13243076 13247926 "AT4G26140" NA NA 1 NA NA NA NA NA NA
"63" "Chr4" "TAIR10" "gene" 13253210 13254904 "AT4G26150" NA NA 1 NA NA NA NA NA NA
"64" "Chr4" "TAIR10" "gene" 13255251 13256760 "AT4G26160" NA NA 1 NA NA NA NA NA NA
"65" "Chr4" "TAIR10" "gene" 13256930 13259382 "AT4G26170" NA NA 1 NA NA NA NA NA NA
"66" "Chr4" "TAIR10" "gene" 13260061 13262035 "AT4G26180" NA NA 1 NA NA NA NA NA NA
"67" "Chr4" "TAIR10" "gene" 13262236 13266966 "AT4G26190" NA NA 1 NA NA NA NA NA NA
"68" "Chr1" "TAIR10" "gene" 17351050 17353875 "AT1G47330" NA NA NA 1 NA NA NA NA NA
"69" "Chr1" "TAIR10" "gene" 17353847 17356533 "AT1G47340" NA NA NA 1 NA 1 NA NA NA
"70" "Chr1" "TAIR10" "gene" 17358447 17360722 "AT1G47350" NA NA NA 1 NA 1 NA NA NA
"71" "Chr1" "TAIR10" "gene" 17365898 17368703 "AT1G47370" NA NA NA 1 NA 1 NA NA NA
"72" "Chr1" "TAIR10" "gene" 17563931 17565106 "AT1G47730" NA NA NA 1 NA NA NA NA NA
"73" "Chr1" "TAIR10" "gene" 17566511 17569297 "AT1G47740" NA NA NA 1 NA NA NA NA NA
"74" "Chr1" "TAIR10" "gene" 17569256 17570159 "AT1G47750" NA NA NA 1 NA NA NA NA NA
"75" "Chr1" "TAIR10" "gene" 17572451 17573159 "AT1G47760" NA NA NA 1 NA NA NA NA NA
"76" "Chr1" "TAIR10" "gene" 17574906 17576092 "AT1G47765" NA NA NA 1 NA NA NA NA NA
"77" "Chr1" "TAIR10" "gene" 22388527 22391165 "AT1G60810" NA NA NA 1 NA NA NA NA NA
"78" "Chr1" "TAIR10" "gene" 22392729 22392974 "AT1G60815" NA NA NA 1 NA NA NA NA NA
"79" "Chr1" "TAIR10" "gene" 22394637 22394707 "AT1G60820" NA NA NA 1 NA NA NA NA NA
"80" "Chr1" "TAIR10" "gene" 22395058 22395603 "AT1G60830" NA NA NA 1 NA NA NA NA NA
"81" "Chr1" "TAIR10" "gene" 22397592 22397662 "AT1G60840" NA NA NA 1 NA NA NA NA NA
"82" "Chr1" "TAIR10" "gene" 22397916 22400362 "AT1G60850" NA NA NA 1 NA NA NA NA NA
"83" "Chr1" "TAIR10" "gene" 22400927 22407777 "AT1G60860" NA NA NA 1 NA NA NA NA NA
"84" "Chr2" "TAIR10" "gene" 2287238 2289307 "AT2G05940" NA NA NA 1 NA NA NA NA NA
"85" "Chr2" "TAIR10" "gene" 2308651 2309784 "AT2G05970" NA NA NA 1 NA NA NA NA NA
"86" "Chr2" "TAIR10" "gene" 16460364 16463061 "AT2G39420" NA NA NA 1 NA NA NA NA NA
"87" "Chr2" "TAIR10" "gene" 16463347 16464531 "AT2G39430" NA NA NA 1 NA NA NA NA NA
"88" "Chr2" "TAIR10" "gene" 16464414 16466941 "AT2G39435" NA NA NA 1 NA NA NA NA NA
"89" "Chr2" "TAIR10" "gene" 16467855 16469628 "AT2G39440" NA NA NA 1 NA NA NA NA NA
"90" "Chr2" "TAIR10" "gene" 16470025 16471246 "AT2G39445" NA NA NA 1 NA NA NA NA NA
"91" "Chr2" "TAIR10" "gene" 16471632 16473818 "AT2G39450" NA NA NA 1 NA NA NA NA NA
"92" "Chr2" "TAIR10" "gene" 16474149 16476108 "AT2G39460" NA NA NA 1 NA NA NA NA NA
"93" "Chr2" "TAIR10" "gene" 16476216 16477843 "AT2G39470" NA NA NA 1 NA NA NA NA NA
"94" "Chr2" "TAIR10" "gene" 16477792 16485039 "AT2G39480" NA NA NA 1 NA NA NA NA NA
"95" "Chr5" "TAIR10" "gene" 2435875 2437499 "AT5G07680" NA NA NA 1 NA NA NA NA NA
"96" "Chr5" "TAIR10" "gene" 2446764 2448543 "AT5G07690" NA NA NA 1 NA NA NA NA NA
"97" "Chr5" "TAIR10" "gene" 2450325 2451578 "AT5G07700" NA NA NA 1 NA NA NA NA NA
"98" "Chr5" "TAIR10" "gene" 2453135 2455546 "AT5G07710" NA NA NA 1 NA NA NA NA NA
"99" "Chr5" "TAIR10" "gene" 14029686 14035493 "AT5G35910" NA NA NA 1 NA NA NA NA NA
"100" "Chr5" "TAIR10" "gene" 14049123 14051128 "AT5G35917" NA NA NA 1 NA NA NA NA NA
"101" "Chr1" "TAIR10" "gene" 16140816 16141655 "AT1G43000" NA NA NA NA 1 NA NA NA NA
"102" "Chr1" "TAIR10" "gene" 16151095 16152240 "AT1G43005" NA NA NA NA 1 NA NA NA NA
"103" "Chr1" "TAIR10" "gene" 16153609 16154468 "AT1G43010" NA NA NA NA 1 NA NA NA NA
"104" "Chr1" "TAIR10" "gene" 16155403 16157911 "AT1G43020" NA NA NA NA 1 NA NA NA NA
"105" "Chr2" "TAIR10" "gene" 17728715 17731718 "AT2G42580" NA NA NA NA 1 NA NA NA NA
"106" "Chr2" "TAIR10" "gene" 17731855 17733967 "AT2G42590" NA NA NA NA 1 NA NA NA NA
"107" "Chr2" "TAIR10" "gene" 17734324 17739085 "AT2G42600" NA NA NA NA 1 NA NA NA NA
"108" "Chr2" "TAIR10" "gene" 17747917 17750440 "AT2G42610" NA NA NA NA 1 NA NA NA NA
"109" "Chr2" "TAIR10" "gene" 19376202 19377531 "AT2G47190" NA NA NA NA 1 NA NA NA NA
"110" "Chr2" "TAIR10" "gene" 19377729 19378331 "AT2G47200" NA NA NA NA 1 NA NA NA NA
"111" "Chr2" "TAIR10" "gene" 19378869 19382418 "AT2G47210" NA NA NA NA 1 NA NA NA NA
"112" "Chr2" "TAIR10" "gene" 19383743 19386954 "AT2G47220" NA NA NA NA 1 NA NA NA NA
"113" "Chr2" "TAIR10" "gene" 19387020 19390234 "AT2G47230" NA NA NA NA 1 NA NA NA NA
"114" "Chr2" "TAIR10" "gene" 19392558 19397831 "AT2G47240" NA NA NA NA 1 NA NA NA NA
"115" "Chr4" "TAIR10" "gene" 5839683 5842394 "AT4G09160" NA NA NA NA 1 NA NA NA NA
"116" "Chr4" "TAIR10" "gene" 5842993 5843783 "AT4G09170" NA NA NA NA 1 NA NA NA NA
"117" "Chr4" "TAIR10" "gene" 5847401 5849724 "AT4G09180" NA NA NA NA 1 NA NA NA NA
"118" "Chr4" "TAIR10" "gene" 5855176 5856327 "AT4G09190" NA NA NA NA 1 NA NA NA NA
"119" "Chr4" "TAIR10" "gene" 5859257 5861803 "AT4G09200" NA NA NA NA 1 NA NA NA NA
"120" "Chr5" "TAIR10" "gene" 24090715 24093168 "AT5G59790" NA NA NA NA 1 NA NA NA NA
"121" "Chr5" "TAIR10" "gene" 24094474 24096532 "AT5G59800" NA NA NA NA 1 NA NA NA NA
"122" "Chr5" "TAIR10" "gene" 24096815 24100557 "AT5G59810" NA NA NA NA 1 NA NA NA NA
"123" "Chr5" "TAIR10" "gene" 24102972 24103787 "AT5G59820" NA NA NA NA 1 NA NA NA NA
"124" "Chr5" "TAIR10" "gene" 24105078 24107233 "AT5G59830" NA NA NA NA 1 NA NA NA NA
"125" "Chr1" "TAIR10" "gene" 17372537 17376075 "AT1G47380" NA NA NA NA NA 1 NA NA NA
"126" "Chr1" "TAIR10" "gene" 20769320 20771871 "AT1G55590" NA NA NA NA NA 1 NA NA NA
"127" "Chr1" "TAIR10" "gene" 20772218 20772302 "AT1G55591" NA NA NA NA NA 1 NA NA NA
"128" "Chr1" "TAIR10" "gene" 20774046 20776294 "AT1G55600" NA NA NA NA NA 1 NA NA NA
"129" "Chr1" "TAIR10" "gene" 20779874 20784017 "AT1G55610" NA NA NA NA NA 1 NA NA NA
"130" "Chr1" "TAIR10" "gene" 20785574 20785771 "AT1G55615" NA NA NA NA NA 1 NA NA NA
"131" "Chr2" "TAIR10" "gene" 16844864 16845934 "AT2G40330" NA NA NA NA NA 1 NA NA NA
"132" "Chr2" "TAIR10" "gene" 16848438 16850487 "AT2G40340" NA NA NA NA NA 1 NA NA NA
"133" "Chr2" "TAIR10" "gene" 16851595 16852068 "AT2G40350" NA NA NA NA NA 1 NA NA NA
"134" "Chr2" "TAIR10" "gene" 16852880 16856690 "AT2G40360" NA NA NA NA NA 1 NA NA NA
"135" "Chr2" "TAIR10" "gene" 16858166 16860606 "AT2G40370" NA NA NA NA NA 1 NA NA NA
"136" "Chr2" "TAIR10" "gene" 16864495 16865442 "AT2G40380" NA NA NA NA NA 1 NA NA NA
"137" "Chr3" "TAIR10" "gene" 11737049 11738847 "AT3G29830" NA NA NA NA NA 1 NA NA NA
"138" "Chr3" "TAIR10" "gene" 11745211 11746570 "AT3G29970" NA NA NA NA NA 1 NA NA NA
"139" "Chr3" "TAIR10" "gene" 16260205 16262484 "AT3G44713" NA NA NA NA NA 1 NA NA NA
"140" "Chr3" "TAIR10" "gene" 16263200 16264261 "AT3G44716" NA NA NA NA NA 1 NA NA NA
"141" "Chr3" "TAIR10" "gene" 16266111 16266314 "AT3G44718" NA NA NA NA NA 1 NA NA NA
"142" "Chr3" "TAIR10" "gene" 16271652 16273344 "AT3G44720" NA NA NA NA NA 1 NA NA NA
"143" "Chr3" "TAIR10" "gene" 18672102 18674022 "AT3G50350" NA NA NA NA NA 1 NA NA NA
"144" "Chr3" "TAIR10" "gene" 18674337 18675712 "AT3G50360" NA NA NA NA NA 1 NA NA NA
"145" "Chr3" "TAIR10" "gene" 18676059 18684346 "AT3G50370" NA NA NA NA NA 1 NA NA NA
"146" "Chr3" "TAIR10" "gene" 18684659 18685121 "AT3G50373" NA NA NA NA NA 1 NA NA NA
"147" "Chr3" "TAIR10" "gene" 18686443 18700533 "AT3G50380" NA NA NA NA NA 1 NA NA NA
"148" "Chr5" "TAIR10" "gene" 15032508 15032581 "AT5G37795" NA NA NA NA NA 1 NA 1 NA
"149" "Chr5" "TAIR10" "gene" 15036197 15037574 "AT5G37800" NA NA NA NA NA 1 NA 1 NA
"150" "Chr1" "TAIR10" "gene" 7665664 7665936 "AT1G21835" NA NA NA NA NA NA 1 NA NA
"151" "Chr1" "TAIR10" "gene" 7666460 7667758 "AT1G21840" NA NA NA NA NA NA 1 NA NA
"152" "Chr1" "TAIR10" "gene" 7667803 7670530 "AT1G21850" NA NA NA NA NA NA 1 NA NA
"153" "Chr1" "TAIR10" "gene" 7671028 7674215 "AT1G21860" NA NA NA NA NA NA 1 NA NA
"154" "Chr1" "TAIR10" "gene" 7675502 7675971 "AT1G21864" NA NA NA NA NA NA 1 NA NA
"155" "Chr1" "TAIR10" "gene" 7677499 7677959 "AT1G21866" NA NA NA NA NA NA 1 NA NA
"156" "Chr1" "TAIR10" "gene" 7678208 7679697 "AT1G21870" NA NA NA NA NA NA 1 NA NA
"157" "Chr1" "TAIR10" "gene" 7680481 7682641 "AT1G21880" NA NA NA NA NA NA 1 NA NA
"158" "Chr1" "TAIR10" "gene" 7682584 7685662 "AT1G21890" NA NA NA NA NA NA 1 NA NA
"159" "Chr4" "TAIR10" "gene" 2325003 2327013 "AT4G04610" NA NA NA NA NA NA 1 NA NA
"160" "Chr4" "TAIR10" "gene" 2327044 2328264 "AT4G04614" NA NA NA NA NA NA 1 NA NA
"161" "Chr4" "TAIR10" "gene" 2328449 2330200 "AT4G04620" NA NA NA NA NA NA 1 NA NA
"162" "Chr4" "TAIR10" "gene" 2331677 2332800 "AT4G04630" NA NA NA NA NA NA 1 NA NA
"163" "Chr4" "TAIR10" "gene" 2339586 2340049 "AT4G04632" NA NA NA NA NA NA 1 NA NA
"164" "Chr4" "TAIR10" "gene" 7297808 7299930 "AT4G12270" NA NA NA NA NA NA 1 NA NA
"165" "Chr4" "TAIR10" "gene" 7301769 7302994 "AT4G12280" NA NA NA NA NA NA 1 NA NA
"166" "Chr4" "TAIR10" "gene" 7304405 7307138 "AT4G12290" NA NA NA NA NA NA 1 NA NA
"167" "Chr4" "TAIR10" "gene" 7307737 7309755 "AT4G12300" NA NA NA NA NA NA 1 NA NA
"168" "Chr4" "TAIR10" "gene" 7310416 7312577 "AT4G12310" NA NA NA NA NA NA 1 NA NA
"169" "Chr4" "TAIR10" "gene" 7314778 7316669 "AT4G12320" NA NA NA NA NA NA 1 NA NA
"170" "Chr4" "TAIR10" "gene" 7317560 7319739 "AT4G12330" NA NA NA NA NA NA 1 NA NA
"171" "Chr5" "TAIR10" "gene" 14136550 14138628 "AT5G35995" NA NA NA NA NA NA 1 NA NA
"172" "Chr5" "TAIR10" "gene" 14139996 14141892 "AT5G36000" NA NA NA NA NA NA 1 NA NA
"173" "Chr5" "TAIR10" "gene" 14141641 14143436 "AT5G36001" NA NA NA NA NA NA 1 NA NA
"174" "Chr5" "TAIR10" "gene" 14141898 14143241 "AT5G36002" NA NA NA NA NA NA 1 NA NA
"175" "Chr5" "TAIR10" "gene" 15363178 15364815 "AT5G38386" NA NA NA NA NA NA 1 NA NA
"176" "Chr5" "TAIR10" "gene" 15366432 15368053 "AT5G38390" NA NA NA NA NA NA 1 NA NA
"177" "Chr5" "TAIR10" "gene" 15373094 15374726 "AT5G38396" NA NA NA NA NA NA 1 NA NA
"178" "Chr5" "TAIR10" "gene" 15375846 15376301 "AT5G38400" NA NA NA NA NA NA 1 NA NA
"179" "Chr5" "TAIR10" "gene" 15377173 15378416 "AT5G38410" NA NA NA NA NA NA 1 NA NA
"180" "Chr5" "TAIR10" "gene" 15380945 15382035 "AT5G38420" NA NA NA NA NA NA 1 NA NA
"181" "Chr1" "TAIR10" "gene" 5865707 5867495 "AT1G17150" NA NA NA NA NA NA NA 1 NA
"182" "Chr1" "TAIR10" "gene" 5867635 5869356 "AT1G17160" NA NA NA NA NA NA NA 1 NA
"183" "Chr1" "TAIR10" "gene" 5869846 5870840 "AT1G17170" NA NA NA NA NA NA NA 1 NA
"184" "Chr1" "TAIR10" "gene" 5872145 5873086 "AT1G17180" NA NA NA NA NA NA NA 1 NA
"185" "Chr1" "TAIR10" "gene" 5875350 5876545 "AT1G17190" NA NA NA NA NA NA NA 1 NA
"186" "Chr1" "TAIR10" "gene" 5878400 5880041 "AT1G17200" NA NA NA NA NA NA NA 1 NA
"187" "Chr1" "TAIR10" "gene" 5880130 5884756 "AT1G17210" NA NA NA NA NA NA NA 1 NA
"188" "Chr1" "TAIR10" "gene" 5885083 5890470 "AT1G17220" NA NA NA NA NA NA NA 1 NA
"189" "Chr1" "TAIR10" "gene" 17594683 17595343 "AT1G47780" NA NA NA NA NA NA NA 1 NA
"190" "Chr1" "TAIR10" "gene" 17597898 17599099 "AT1G47786" NA NA NA NA NA NA NA 1 NA
"191" "Chr1" "TAIR10" "gene" 17600004 17601173 "AT1G47790" NA NA NA NA NA NA NA 1 NA
"192" "Chr1" "TAIR10" "gene" 17601513 17602676 "AT1G47800" NA NA NA NA NA NA NA 1 NA
"193" "Chr1" "TAIR10" "gene" 17603504 17604559 "AT1G47810" NA NA NA NA NA NA NA 1 NA
"194" "Chr1" "TAIR10" "gene" 17606558 17606818 "AT1G47813" NA NA NA NA NA NA NA 1 NA
"195" "Chr1" "TAIR10" "gene" 17611963 17612548 "AT1G47820" NA NA NA NA NA NA NA 1 NA
"196" "Chr1" "TAIR10" "gene" 17613098 17614926 "AT1G47830" NA NA NA NA NA NA NA 1 NA
"197" "Chr2" "TAIR10" "gene" 7654477 7656219 "AT2G17600" NA NA NA NA NA NA NA 1 NA
"198" "Chr2" "TAIR10" "gene" 7664103 7666522 "AT2G17620" NA NA NA NA NA NA NA 1 NA
"199" "Chr2" "TAIR10" "gene" 7666585 7668065 "AT2G17630" NA NA NA NA NA NA NA 1 NA
"200" "Chr2" "TAIR10" "gene" 7668078 7670495 "AT2G17640" NA NA NA NA NA NA NA 1 NA
"201" "Chr2" "TAIR10" "gene" 7671016 7673036 "AT2G17650" NA NA NA NA NA NA NA 1 NA
"202" "Chr2" "TAIR10" "gene" 7673282 7673712 "AT2G17660" NA NA NA NA NA NA NA 1 NA
"203" "Chr2" "TAIR10" "gene" 7674351 7676157 "AT2G17670" NA NA NA NA NA NA NA 1 NA
"204" "Chr2" "TAIR10" "gene" 7892133 7893653 "AT2G18150" NA NA NA NA NA NA NA 1 NA
"205" "Chr2" "TAIR10" "gene" 7898012 7899242 "AT2G18160" NA NA NA NA NA NA NA 1 NA
"206" "Chr2" "TAIR10" "gene" 7898012 7899242 "AT2G18162" NA NA NA NA NA NA NA 1 NA
"207" "Chr2" "TAIR10" "gene" 7907804 7909923 "AT2G18170" NA NA NA NA NA NA NA 1 NA
"208" "Chr3" "TAIR10" "gene" 16188129 16192175 "AT3G44610" NA NA NA NA NA NA NA 1 NA
"209" "Chr3" "TAIR10" "gene" 16193829 16195833 "AT3G44620" NA NA NA NA NA NA NA 1 NA
"210" "Chr3" "TAIR10" "gene" 16195955 16201225 "AT3G44630" NA NA NA NA NA NA NA 1 NA
"211" "Chr3" "TAIR10" "gene" 18609114 18611169 "AT3G50190" NA NA NA NA NA NA NA 1 NA
"212" "Chr3" "TAIR10" "gene" 18612462 18613323 "AT3G50200" NA NA NA NA NA NA NA 1 NA
"213" "Chr3" "TAIR10" "gene" 18614170 18616452 "AT3G50210" NA NA NA NA NA NA NA 1 NA
"214" "Chr3" "TAIR10" "gene" 18617424 18618729 "AT3G50220" NA NA NA NA NA NA NA 1 NA
"215" "Chr3" "TAIR10" "gene" 18620599 18623200 "AT3G50230" NA NA NA NA NA NA NA 1 NA
"216" "Chr3" "TAIR10" "gene" 18623262 18628888 "AT3G50240" NA NA NA NA NA NA NA 1 NA
"217" "Chr5" "TAIR10" "gene" 5637830 5638273 "AT5G17140" NA NA NA NA NA NA NA 1 NA
"218" "Chr5" "TAIR10" "gene" 5638475 5639592 "AT5G17150" NA NA NA NA NA NA NA 1 NA
"219" "Chr5" "TAIR10" "gene" 5639646 5642513 "AT5G17160" NA NA NA NA NA NA NA 1 NA
"220" "Chr5" "TAIR10" "gene" 5643118 5647783 "AT5G17165" NA NA NA NA NA NA NA 1 NA
"221" "Chr5" "TAIR10" "gene" 5649193 5651158 "AT5G17170" NA NA NA NA NA NA NA 1 NA
"222" "Chr5" "TAIR10" "gene" 5651436 5651807 "AT5G17180" NA NA NA NA NA NA NA 1 NA
"223" "Chr5" "TAIR10" "gene" 5652218 5652983 "AT5G17190" NA NA NA NA NA NA NA 1 NA
"224" "Chr5" "TAIR10" "gene" 5653524 5655336 "AT5G17200" NA NA NA NA NA NA NA 1 NA
"225" "Chr5" "TAIR10" "gene" 5656383 5658147 "AT5G17210" NA NA NA NA NA NA NA 1 NA
"226" "Chr1" "TAIR10" "gene" 13051410 13055014 "AT1G35470" NA NA NA NA NA NA NA NA 1
"227" "Chr1" "TAIR10" "gene" 13061638 13063450 "AT1G35490" NA NA NA NA NA NA NA NA 1
"228" "Chr1" "TAIR10" "gene" 13066087 13066596 "AT1G35500" NA NA NA NA NA NA NA NA 1
"229" "Chr1" "TAIR10" "gene" 13067251 13067335 "AT1G35501" NA NA NA NA NA NA NA NA 1
"230" "Chr1" "TAIR10" "gene" 13071165 13074949 "AT1G35510" NA NA NA NA NA NA NA NA 1
"231" "Chr1" "TAIR10" "gene" 13528257 13529470 "AT1G36150" NA NA NA NA NA NA NA NA 1
"232" "Chr3" "TAIR10" "gene" 21810260 21817555 "AT3G59020" NA NA NA NA NA NA NA NA 1
"233" "Chr3" "TAIR10" "gene" 21819071 21821440 "AT3G59030" NA NA NA NA NA NA NA NA 1
"234" "Chr3" "TAIR10" "gene" 21821349 21824348 "AT3G59040" NA NA NA NA NA NA NA NA 1
"235" "Chr3" "TAIR10" "gene" 21824696 21827509 "AT3G59050" NA NA NA NA NA NA NA NA 1
"236" "Chr3" "TAIR10" "gene" 21824696 21827509 "AT3G59052" NA NA NA NA NA NA NA NA 1
"237" "Chr4" "TAIR10" "gene" 17203031 17204312 "AT4G36420" NA NA NA NA NA NA NA NA 1
"238" "Chr4" "TAIR10" "gene" 17204478 17205966 "AT4G36430" NA NA NA NA NA NA NA NA 1
"239" "Chr4" "TAIR10" "gene" 17206858 17210007 "AT4G36440" NA NA NA NA NA NA NA NA 1
"240" "Chr4" "TAIR10" "gene" 17210245 17211413 "AT4G36450" NA NA NA NA NA NA NA NA 1
"241" "Chr4" "TAIR10" "gene" 17212662 17213099 "AT4G36460" NA NA NA NA NA NA NA NA 1
"242" "Chr4" "TAIR10" "gene" 17215027 17216530 "AT4G36470" NA NA NA NA NA NA NA NA 1
"243" "Chr4" "TAIR10" "gene" 17218132 17221477 "AT4G36480" NA NA NA NA NA NA NA NA 1
